datetime,Open,High,Low,Close,Volume,ATR,EMA_20,EMA_50
2022-01-02 19:00:00,115.12,115.15,115.065,115.115,0,,115.115,115.115
2022-01-02 23:00:00,115.115,115.285,115.095,115.275,0,,115.13023809523808,115.12127450980392
2022-01-03 03:00:00,115.275,115.365,115.255,115.335,0,,115.14973922902493,115.12965590157633
2022-01-03 07:00:00,115.335,115.35,115.065,115.085,0,,115.14357358816541,115.12790468974981
2022-01-03 11:00:00,115.085,115.335,114.965,115.295,0,,115.15799515119727,115.13445744701453
2022-01-03 15:00:00,115.295,115.365,115.245,115.285,0,,115.17009085108324,115.14036107654337
2022-01-03 19:00:00,115.275,115.36,115.265,115.335,0,,115.18579648431341,115.14799397550246
2022-01-03 23:00:00,115.31,115.625,115.295,115.615,0,,115.2266730096169,115.16630793724747
2022-01-04 03:00:00,115.595,115.815,115.565,115.805,0,,115.28175177060577,115.1913546848064
2022-01-04 07:00:00,115.805,115.905,115.665,115.895,0,,115.3401563638814,115.21894861873557
2022-01-04 11:00:00,115.895,116.355,115.895,116.24,0,,115.42585575779746,115.25898984937339
2022-01-04 15:00:00,116.17,116.265,115.965,116.165,0,,115.49625044753104,115.2945196592019
2022-01-04 19:00:00,116.165,116.185,116.075,116.145,0,,115.55803611919475,115.32787182942927
2022-01-04 23:00:00,116.15,116.245,115.915,115.985,0,0.2339285714285698,115.59869934593812,115.35364156160851
2022-01-05 03:00:00,115.995,116.11,115.905,115.985,0,0.2424999999999977,115.6354898844202,115.37840071605524
2022-01-05 07:00:00,115.985,116.055,115.735,115.765,0,0.25178571428571267,115.64782418114208,115.39356147228837
2022-01-05 11:00:00,115.765,115.94,115.625,115.745,0,0.2664285714285697,115.65707902103331,115.40734337533588
2022-01-05 15:00:00,115.735,116.045,115.715,116.025,0,0.2696428571428555,115.69211911426824,115.43156520375409
2022-01-05 19:00:00,116.025,116.185,116.005,116.125,0,0.2560714285714281,115.7333458652903,115.4587587251755
2022-01-05 23:00:00,116.12,116.185,115.825,115.955,0,0.2732142857142859,115.7544557828817,115.47821916732548
2022-01-06 03:00:00,115.955,115.965,115.795,115.885,0,0.27857142857142897,115.7668885654644,115.49417135684213
2022-01-06 07:00:00,115.885,115.955,115.655,115.865,0,0.27642857142857175,115.77623251161064,115.50871365657382
2022-01-06 11:00:00,115.865,115.885,115.705,115.77,0,0.27142857142857224,115.7756389390763,115.51896017984544
2022-01-06 15:00:00,115.775,115.875,115.635,115.85,0,0.27142857142857224,115.78272094487856,115.53194213357699
2022-01-06 19:00:00,115.855,115.955,115.815,115.855,0,0.24857142857142886,115.78960466441394,115.54461106951516
2022-01-06 23:00:00,115.855,116.035,115.835,115.865,0,0.24142857142857213,115.796785172565,115.55717534129887
2022-01-07 03:00:00,115.875,115.955,115.865,115.935,0,0.24000000000000096,115.80994848946357,115.57199199458127
2022-01-07 07:00:00,115.945,115.945,115.755,115.835,0,0.23000000000000093,115.81233434760989,115.58230603400946
2022-01-07 11:00:00,115.84,115.935,115.675,115.695,0,0.23392857142857285,115.80115964783752,115.58672540522478
2022-01-07 15:00:00,115.695,115.785,115.555,115.585,0,0.22750000000000017,115.78057301471014,115.5866577422748
2022-01-07 19:00:00,115.585,115.625,115.515,115.535,0,0.21285714285714313,115.75718510854728,115.5846319484601
2022-01-09 19:00:00,115.635,115.665,115.57,115.62,0,0.19857142857142968,115.7441198601142,115.58601893087344
2022-01-09 23:00:00,115.61,115.795,115.545,115.78,0,0.20357142857142918,115.74753701629379,115.5936260316235
2022-01-10 03:00:00,115.78,115.855,115.75,115.775,0,0.1853571428571438,115.75015253855153,115.60073873626573
2022-01-10 07:00:00,115.785,115.815,115.565,115.575,0,0.1910714285714294,115.73347134440377,115.59972937405922
2022-01-10 11:00:00,115.575,115.585,115.175,115.365,0,0.1989285714285722,115.69837883541294,115.59052430056671
2022-01-10 15:00:00,115.355,115.385,115.055,115.225,0,0.2096428571428573,115.65329513680219,115.57619001426998
2022-01-10 19:00:00,115.225,115.265,115.165,115.23,0,0.19964285714285726,115.6129813142496,115.562613935279
2022-01-10 23:00:00,115.235,115.385,115.175,115.35,0,0.2046428571428578,115.58793547479725,115.55427613389551
2022-01-11 03:00:00,115.35,115.385,115.205,115.21,0,0.20321428571428665,115.55194162005465,115.54077510903687
2022-01-11 07:00:00,115.225,115.465,115.125,115.455,0,0.2210714285714295,115.54270908481135,115.53741137927072
2022-01-11 11:00:00,115.445,115.69,115.355,115.545,0,0.23142857142857207,115.54292726721027,115.5377089722405
2022-01-11 15:00:00,115.555,115.575,115.365,115.365,0,0.2278571428571437,115.52598181319024,115.53093607136832
2022-01-11 19:00:00,115.365,115.425,115.275,115.32,0,0.2221428571428581,115.50636449764832,115.52266406856957
2022-01-11 23:00:00,115.315,115.405,115.235,115.355,0,0.22642857142857256,115.49194883120562,115.51608900705703
2022-01-12 03:00:00,115.355,115.405,115.31,115.335,0,0.22392857142857178,115.47700132347175,115.50898747736852
2022-01-12 07:00:00,115.335,115.465,115.285,115.455,0,0.21892857142857228,115.4749059593316,115.5068703213933
2022-01-12 11:00:00,115.455,115.47,115.055,115.095,0,0.24107142857142858,115.43872443939524,115.49071854408376
2022-01-12 15:00:00,115.095,115.125,114.52,114.6,0,0.26642857142857174,115.3588459213576,115.4557884051001
2022-01-12 19:00:00,114.605,114.69,114.385,114.69,0,0.25892857142857145,115.29514630979973,115.42575748725304
2022-01-12 23:00:00,114.655,114.705,114.505,114.635,0,0.24964285714285747,115.23227523267595,115.3947473897137
2022-01-13 03:00:00,114.635,114.65,114.495,114.615,0,0.2535714285714294,115.17348711527823,115.36416906070532
2022-01-13 07:00:00,114.625,114.65,114.365,114.52,0,0.25892857142857245,115.1112502471565,115.33106439165806
2022-01-13 11:00:00,114.525,114.545,114.165,114.32,0,0.2732142857142859,115.03589308076064,115.29141480767147
